stock name,text_length,num_comments,score,general sentiment,open/close percent change
STRO,3236,1,2,0.11399999999999999,-1.6188714153561583
AN,3236,0,1,0.11399999999999999,0.8806693086745895
CAN,3357,1,3,0.291,-0.026905687651356754
SOME,3236,0,1,0.11399999999999999,0.0
ING,4004,1,4,0.381,0.40420371867421756
ET,3236,0,1,0.11399999999999999,2.204928664072632
PT,3912,1,2,0.204,6.84089162182936
ALL,3236,0,1,0.11399999999999999,0.905172413793101
MARA,3236,0,1,0.11399999999999999,2.2997946611909597
GLOB,3236,0,1,0.11399999999999999,2.842630131879395
RIOT,3236,0,1,0.11399999999999999,-1.9200316706255065
ANY,3236,0,1,0.11399999999999999,-2.024291497975719
MARK,3236,0,1,0.11399999999999999,4.5871559633027355
EVER,16796,33,3,0.189,0.0
SMAL,3236,0,1,0.11399999999999999,0.0
DATI,3236,0,1,0.11399999999999999,23.249999999999993
IPO,3245,1,2,0.11399999999999999,1.362355151894777
ADS,3236,0,1,0.11399999999999999,1.5181818181818196
NG,3236,1,2,0.11399999999999999,4.347826086956526
REPO,3236,0,1,0.11399999999999999,0.0
CAP,3236,0,1,0.11399999999999999,-0.08426628144937966
ARE,3236,0,1,0.11399999999999999,-0.53472793512751
SE,3236,0,1,0.11399999999999999,1.2440000000000055
NEVE,0,10,1,0.0,0.0
SUND,0,3,1,0.0,-3.4722222222222223
HAPP,0,3,1,0.0,0.0
MAKE,0,3,1,0.0,0.0
ONE,0,3,1,0.0,2.9288702928870225
OCGN,394,1,1,0.059000000000000004,-2.263083451202265
BCEI,0,0,1,0.0,1.1001737116386872
POWW,0,0,1,0.0,1.7639077340569864
AT,13560,32,2,0.075,0.3333333333333262
IT,0,2,1,0.0,-0.4481434058898866
FOR,38,1,1,0.0,-0.08237232289950401
RUN,38,1,1,0.0,-1.5243342516069887
ASTS,13560,30,1,0.075,-9.534918849968955
CEO,13768,30,2,0.11099999999999999,0.0
TX,13560,30,1,0.075,-1.218274111675119
BW,13560,30,1,0.075,-0.11198208286673894
IP,13560,30,1,0.075,0.8307181096547825
GOOO,83,0,1,0.177,-5.555555555555561
BY,83,0,1,0.177,1.4553990610328578
AY,83,0,1,0.177,2.83783783783783
SQQQ,0,2,1,0.0,-0.48565121412803286
WTI,0,0,1,0.0,-0.5571030640668528
HCMC,0,2,2,0.0,-4.545454545454557
MRO,826,4,2,0.25,0.739371534195934
PM,0,0,1,0.0,1.0393131495707204
ASO,0,1,1,0.0,-1.5921409214092104
CHPT,0,0,1,0.0,-1.482247500861783
NEW,9,0,1,0.0,-0.5063291139240511
AMAZ,9,0,1,0.0,-1.0416666666666605
TRON,9,0,1,0.0,-20.82200060441221
AMD,0,8,1,0.0,0.03600576092174885
STON,0,0,1,0.0,0.5263157894736847
BAC,157,0,1,0.012999999999999998,-0.2512562814070209
USB,157,0,1,0.012999999999999998,0.28258565877782355
MSOS,12132,1,1,0.094,0.8122312470138638
USA,12132,1,1,0.094,-0.2547770700636888
SAFE,12132,1,1,0.094,-0.7856020568490377
TLRY,12132,1,1,0.094,-0.6347913933746502
EMMA,12132,1,1,0.094,0.0
CPG,12132,1,1,0.094,-0.25252525252524716
PAVM,1352,2,2,0.18,-1.3400335008375222
CCXI,676,1,1,0.09,1.6135705419941953
POSH,9,2,1,0.0,-2.3939322114245036
IMO,9,1,1,0.0,0.31948881789138117
TH,9,0,1,0.0,-4.545454545454549
GLSI,9,2,1,0.0,-2.3965983764978778
ONCY,9,2,2,0.0,4.796163069544368
SOS,9,0,2,0.0,-0.8576329331046282
GME,2121,37,13,-0.164,-2.8654077065822507
MVIS,0,21,2,0.0,-2.1447721179624684
EVOL,909,3,1,0.07800000000000001,6.405693950177941
RBLX,752,0,2,0.188,-2.7864214992927847
JPM,0,7,1,0.0,1.1952971913781925
NEW,9,1,1,0.0,-4.634146341463403
ZOM,170,6,2,0.0,-7.518796992481209
EVER,324,3,1,0.263,-0.7895453307922656
FREE,324,3,1,0.263,0.5223880597014946
BBC,0,9,1,0.0,-2.418375394321762
AMC,3323,13,4,0.28600000000000003,-2.1847070506454878
DD,558,6,1,0.045000000000000005,-1.241018941868064
IVE,0,2,1,0.0,-0.12548800892359652
MASS,0,2,1,0.0,-5.965909090909089
JUST,0,2,1,0.0,0.15203986823210797
RKT,0,2,1,0.0,-0.5286343612334846
AMRN,9,0,2,0.0,-0.5751848808545628
EBON,9,0,1,0.0,-4.585537918871249
ASO,9,0,1,0.0,-2.4405705229793964
VRA,0,0,1,0.0,-3.5390199637023487
SKT,9,0,1,0.0,-1.2345679012345636
ALUS,7764,8,4,0.318,0.0
TW,3882,4,2,0.159,-3.0124999999999957
NOK,3882,4,2,0.159,0.49627791563274376
HTOO,3882,4,2,0.159,-3.2452830188679225
BP,3882,4,2,0.159,0.6746031746031814
TGT,3404,0,2,0.04999999999999999,-0.6318347509113057
ATH,1702,0,1,0.024999999999999994,-1.097393689986287
PT,1702,0,1,0.024999999999999994,15.517241379310358
KSM,0,0,1,0.0,0.08481764206956373
AX,25,1,1,0.0,-0.8739076154806527
ASXC,0,0,1,0.0,-5.362776025236591
ASO,0,157,14,0.0,-5.921450151057404
AMC,3663,384,19,0.04999999999999999,-1.9230769230769333
GME,5407,24931,29,0.192,-0.3833486312834123
COLL,0,12,3,0.0,0.941377834830975
AMD,7500,394,9,0.722,0.28321635266593276
CEO,2408,153,3,0.276,0.0
SUSA,0,7,2,0.0,-0.05553087516660525
SHE,0,7,2,0.0,0.23724437099773626
ING,0,8,3,0.0,-1.0391686650679377
ID,0,7,2,0.0,1.1597938144329878
SO,0,7,2,0.0,1.0568454763810993
VIAC,4803,144,5,0.276,5.5952380952380985
VER,2397,72,2,0.138,0.9201691121611476
CURR,2397,72,2,0.138,2.1666666666666625
COMM,2397,72,2,0.138,0.0
FORE,2397,72,2,0.138,-3.189127565102597
BE,2397,72,2,0.138,-1.4192558496356003
ES,2397,72,2,0.138,0.6543450809321633
NFLX,2397,72,2,0.138,-0.05139406398560466
FOR,2397,73,4,0.138,-0.12200081333876021
BILL,2397,72,2,0.138,2.7326091356858395
NEXT,2397,72,2,0.138,-4.918032786885243
MASS,2397,72,2,0.138,0.7616146230007589
IVE,2397,72,2,0.138,0.11869021852964877
ARE,2397,72,2,0.138,0.08193842912325082
VALU,2397,72,2,0.138,-4.126289465457945
AR,2397,72,2,0.138,1.174168297455961
SHOO,9,0,2,0.0,0.10392309690828565
APRI,9,0,2,0.0,-12.579693764018153
NNOX,0,17,2,0.0,-5.169491525423739
TSLA,0,44,4,0.0,0.19122120817036797
ROOT,6790,128,4,0.09999999999999998,3.622577927548454
DD,3404,64,3,0.04999999999999999,-0.7471338400103031
IPO,3395,64,2,0.04999999999999999,2.294666877670522
LMND,3395,64,2,0.04999999999999999,2.918918918918922
IMO,3395,64,2,0.04999999999999999,0.4012841091492691
SNDL,9,1,2,0.0,-3.317535545023689
CS,9,0,1,0.0,1.1992619926199335
RKT,9,0,1,0.0,1.2969588550983862
OGI,484,0,2,0.38,-5.71428571428572
RE,242,0,1,0.19,1.3063800886900285
BY,0,1,1,0.0,-0.7006071929005071
CAN,0,1,1,0.0,2.1220159151193556
CARE,0,1,1,0.0,0.0
HE,0,1,1,0.0,-0.06836827711941917
OUT,0,1,1,0.0,-0.45330915684495865
EAD,0,1,1,0.0,0.23557126030623762
ALL,0,1,1,0.0,0.04245202920699368
FRAC,0,1,1,0.0,-4.177545691906009
SPY,0,1,1,0.0,0.08872239747634406
LE,9,2,1,0.0,1.0682004930156186
SE,9,2,1,0.0,4.232067510548523
BTBT,9,0,1,0.0,2.5703794369645148
BLIN,9,0,1,0.0,6.338028169014089
MARA,108,2,2,0.0,-7.471112287201199
XLNX,2684,88,2,0.17,0.03068425897513964
RH,1342,44,1,0.085,2.252184012523354
PLTR,9,2,2,0.0,-1.1889596602972448
VIH,0,3,1,0.0,-1.9162526614620268
GO,9,1,1,0.0,0.26860059092130384
AMC,4995,262,348,2.4779999999999998,5.049504950495048
GME,2600,377,458,1.722,9.324928071857968
TSLA,0,384,287,0.0,-2.354071582993045
TIPS,5801,834,171,8.379,-43.39622641509433
CPI,5801,834,171,8.379,-0.35690729204837074
WHEN,0,35,135,0.0,-8.333333333333332
DD,26419,12687,117,10.540000000000001,-1.8211711142026026
AG,2537,12161,61,5.2459999999999996,-1.0975609756097544
AL,2537,12161,61,5.2459999999999996,-1.6187050359712276
AM,2537,12161,61,5.2459999999999996,-1.746724890829696
CAGR,1227,190,58,3.596000000000001,0.0
ASO,8823,683,128,5.094,1.5049631764329134
EPS,6250,422,67,3.372,0.6559945504087151
IPO,8104,471,71,3.723,-1.2174184485718653
ATH,5345,484,76,6.006,0.5316007088009512
RKT,2564,252,50,1.722,-1.4059753954305811
PSFE,4664,422,84,2.1000000000000005,-4.713804713804709
BFT,2332,211,42,1.0500000000000003,-4.713804713804709
SP,2332,211,42,1.0500000000000003,-1.8823529411764723
PLTR,9275,707,114,10.218,-1.4297729184188388
FB,2790,246,34,4.284,2.6654259031539893
PAVE,15566,80,60,4.62,-0.2734375000000011
CAT,7783,40,30,2.31,-0.5489361702127625
CP,7783,40,30,2.31,-0.6393235544327339
BASI,7783,40,30,2.31,-1.129111438389791
IFRA,7783,40,30,2.31,-0.2843332385555912
FUND,7783,40,30,2.31,-0.4950495049505065
TAL,7783,40,30,2.31,-3.162544169611306
NSC,7783,40,30,2.31,0.47193970878759806
INFR,7783,40,30,2.31,-1.1338582677165336
INVE,7783,40,30,2.31,-3.941730934018844
KSU,7783,40,30,2.31,-0.573941562313663
RE,7783,40,30,2.31,-0.7316301510717482
CS,7783,40,30,2.31,-1.0018214936247833
NAV,7783,40,30,2.31,-0.20371208691714873
DE,7783,40,30,2.31,-0.21033013844515985
DIGI,7783,40,30,2.31,-22.227407061751435
UNP,7783,40,30,2.31,0.553455723542112
ETN,7783,40,30,2.31,0.6860456892283948
PHYS,7783,40,30,2.31,0.0
CSX,7783,40,30,2.31,0.4381495822294606
PH,7783,40,30,2.31,-0.109535880824951
SPEC,5549,233,29,2.001,10.784313725490184
URNM,5549,233,29,2.001,3.0094864245992743
FLY,0,9,26,0.0,0.059453032104625506
RETA,0,9,26,0.0,-1.8856747951426702
FUBO,3695,184,25,1.6500000000000001,-6.034105815478804
API,3695,184,25,1.6500000000000001,-5.07380073800738
HGEN,3695,184,25,1.6500000000000001,-6.67345899133978
MVIS,3695,184,25,1.6500000000000001,-2.3038605230386007
SOME,3695,184,25,1.6500000000000001,0.0
VIAC,8789,800,45,3.3699999999999997,-3.7037037037037006
CNK,1300,8,23,0.8279999999999997,4.113924050632912
IMAX,1300,8,23,0.8279999999999997,1.9069767441860472
CE,1300,8,23,0.8279999999999997,0.22167166514539277
BOX,1300,8,23,0.8279999999999997,2.0000000000000018
APHA,3610,76,46,3.7720000000000002,-1.6756756756756688
VERY,1805,38,23,1.8860000000000001,0.42238648363251474
TLRY,1805,38,23,1.8860000000000001,-3.244191144234978
SAFE,1805,38,23,1.8860000000000001,-0.4905395935529003
DS,0,48,18,0.0,0.8695652173912987
PDT,0,48,18,0.0,0.4000000000000033
CRSR,5394,196,24,2.2560000000000002,-0.7826086956521829
CC,2697,98,12,1.1280000000000001,1.3282069206571094
JD,2697,98,12,1.1280000000000001,-3.1165033149917587
TV,2547,308,10,0.8599999999999999,-0.4385964912280609
BMO,2547,308,10,0.8599999999999999,0.2540874944763632
FOR,0,0,8,0.0,0.12239902080782367
PTON,9,4,8,0.0,-3.3575478384124664
IMO,9,14,8,0.0,-1.4297061159650495
ONS,9,6,6,0.0,1.3333333333333246
BFLY,21056,260,10,1.01,0.06013229104029804
VS,10528,130,5,0.505,-4.400000000000001
CHD,10528,130,5,0.505,0.7951140815856161
IQ,10528,130,5,0.505,-0.0588235294117739
NYT,10528,130,5,0.505,-0.713012477718359
LGVW,10528,130,5,0.505,0.06013229104029804
IDXX,10528,130,5,0.505,0.6782786885245906
ARKG,10528,130,5,0.505,-0.46047582501917284
ZTS,10528,130,5,0.505,-0.09460141271443345
GE,10528,130,5,0.505,-0.07423904974016174
TA,10528,130,5,0.505,1.9693654266958391
CHWY,10528,130,5,0.505,-2.496382054992773
RS,9,2,5,0.0,-0.7399443460662888
SI,9,19,4,0.0,3.898527683693935
SO,0,1,4,0.0,0.7395498392282858
MSTR,9,0,3,0.0,1.521662557238458
SSYS,9,5,3,0.0,-1.0878010878010784
IT,0,1,3,0.0,0.9462548508851059
CLF,9,1,3,0.0,-2.562814070351749
OPEN,9,1,3,0.0,-5.935251798561136
ALL,9,1,3,0.0,0.5993663841082186
NOW,9,1,3,0.0,0.40041408676288737
MOVE,9,1,3,0.0,-0.5208333333333223
BB,9,0,2,0.0,6.285714285714294
NNOX,0,0,2,0,-23.675522716554006
SPY,0,0,2,0.0,0.7187825311059421
NNDM,9,0,2,0.0,-2.6190476190476266
NAKD,9,1,2,0.0,-1.4084507042253533
GME,1190,25600,23,0.887,-0.9877947869259541
EAST,5071,3,2,0.05800000000000001,10.555555555555552
PHGE,5071,3,2,0.05800000000000001,0.0
XL,5071,3,2,0.05800000000000001,-2.592592592592592
ARCE,5071,3,2,0.05800000000000001,5.120248254460823
NCNO,5071,3,2,0.05800000000000001,5.440729483282673
VTRU,5071,3,2,0.05800000000000001,0.5594405594405599
CVV,5071,3,2,0.05800000000000001,5.727923627684947
